sID	danger	order	coma_check_a	coma_check_na	complication_check_a	complication_check_na	danger_strength	justification_a	justification_na	preventive_strength	singular_query_a	singular_query_na	Attention_Confirmation	Age	Sex	Technical_issues	Duration (sek)
748	weak	attack_first	1	1	2	1	9	because there are no Ps in the first trial who lapsed into a permanent coma after the complication however there are Ps in the second trial who did. However, the sample size being only 126 means we can't be completely certain that the blood thinner is 100% reliable to prevent the coma, especially with some of the Ps in the second placebo trial not going into a coma with the complications still occurring.	He didn't have complications and therefore it's the result of the surgeon rather than the result of the blood thinner because the blood thinner is a preventative measure encase of complications rather than to prevent complications. As no complications occurred it wasn't necessary and therefore didn't help them avoid the coma.	9	9	1	1	18	2	-99	606
749	weak	attack_first	1	1	2	1	1	I know nothing about Patient 53 so cannot determine what caused him to avoid falling into a coma.	Again, I do not know anything about the patient so cannot determine why they did or didn't fall into a coma.	5	6	6	1	27	2	-99	590
762	weak	attack_first	1	1	2	1	1	i looked at all patients in the placebo group who experienced a complication and 50% of them did not lapse into a coma as a result.  So patient 53 may have been in either group before we consider the effect of the blood thinner, there is only a 50% chance that the blood thinner an effect on the outcome	60 of the 120 patients in the placebo group had the same outcome as patient 55 - no complication and no permanent coma. However where there was a complication in the placebo group, in 60 of the cases, 30 of these lapsed into a permanent coma.  So the blood thinner is mainly effective in stopping the patients who experience complications in surgery from lapsing into a coma.  Patient 55 had no complications so the blood thinner did not affect his outcome	11	6	1	1	56	2	none	1367
365	weakest	attack_first	1	1	2	1	3	On the previous page it was learnt that about 70% of the time patients that experienced complications during surgery did not lapse into a coma afterwards without having taken blood thinners. Therefore, in the case of patient 53, they may not have slipped into a coma because of this find or because of the blood thinner they took. It's a 50:50 chance either of these situations were to be the cause for not going into a coma.	The patient didn't have a complication during surgery so the blood thinner had no play in preventing a coma afterwards	11	6	1	1	20	2	no	750
373	weakest	attack_first	1	1	2	1	4	The entire group A received the blood thinner prior to surgery. Even though some of the patients encountered complications, none of them lapsed into a coma, including patient 53. In comparison to the other group that (unknowingly) received a placebo, the first test group overcame their complications with a clean slate, leading me to believe it was because of the thinner and not pure luck.	Seeing as the patients in group A did not fall into comas, it is safe to believe that it was as a result of the blood thinner. Even though patient 55 did not have complications to lead up to the lapse, evidence suggests he/she would have overcome them either way. As such, the thinner may have contributed to the patients lack of complications to begin with.	11	11	11	1	31	2	There were no technical issues during my study.	1794
383	weakest	attack_first	1	1	2	1	4	Out of the patients that received placebo, there was a 30% chance of those that faced complications to lapse into a coma afterwards, but of those that did receive blood thinners, none of them lapse into a coma. This gives me the confidence level that the blood thinner had highly likely prevented coma in the group that received blood thinners.	In the group that received blood thinners, none of them had lapsed into a coma, however in the group that received the placebo, around 25% of them had lapsed into a coma. So my conclusion is that the use of blood thinners do have prevention of coma.	3	10	11	1	44	2	-99	1350
386	weakest	attack_first	1	1	2	1	4	It seemed likely that the blood thinner was an important factor as around a third of the placebo group who suffered the complication lapsed into a coma and none of the test group did. I cannot say it certainly was the cause as in the placebo group there were some who did not lapse into a coma after suffering the complication so there may be other factors at play also.	As the patient did not suffer the complication, his chance of not going into a coma was good and I do not know what effect the blood thinner has on a non-complication surgery.	11	9	4	1	32	2	-99	544
398	weakest	attack_first	1	1	2	1	6	Because some patients don't lapse into a coma after the complication but with the blood thinner no patients lapse into coma	Because the complication that causes patients to lapse into come did not occur	11	8	2	1	50	2	-99	690
403	weakest	attack_first	1	1	2	1	10	A complication indeed did occur after surgery but because patient 53 had taken a blood thinner it reduced the chances of him or her falling into a coma hence I have chosen the level above.	Patient 55 had taken a blood thinner prior to surgery which secured and prevented him or her from a possible state of coma. It was absolutely gauranteed that he or she would not fall into a coma.	7	7	11	1	19	2	I did not expirience any technical issues and was delighted to participate in the survey.	800
415	weakest	attack_first	1	1	2	1	9	The data shows that none of the patients who were given the blood thinner fell in a permanent coma, but on a bigger scale this could be slightly less.	No complications occurred, so the blood thinner would've helped with this.	10	10	11	1	18	2	-99	822
426	weakest	attack_first	1	1	2	1	6	In the placebo grup, about 1 in 3 of those who had the complication went into coma - meaning 2/3 who had the complication did not. This was prevented in the treatment group, where the same proportion of patients had the compliction. So we can expect that it reduces the risk by 1/3	none of those in the placebo group who had the same outcome, experienced the complication. So it seems likely that the thinner affects the complication, which then affects the likelihood of coma. It is unlikely that the thinner was responsible for the outcome. However, we cannot be sure... hence my answer	7	4	2	1	52	1	-99	777
428	weakest	attack_first	1	1	2	1	8	in comparison with the placebo group. Many in the placebo group suffered the complication and did not go into a coma.	A similar number in the placebo group also did not have complication, or coma.	11	8	8	1	45	1	-99	558
448	weakest	attack_first	1	1	2	1	7	Because nobody who took the thinner fell into a coma, yet a high proportion of people who didn't fell into one. However, there were still some people that were fine although they didn't take the thinner, therefore it might not be because of the thinner that patient 53 didn't have a coma.	Nobody who took the thinner had a coma so this is why I think person 55 didn't have one.	11	9	10	1	19	2	-99	439
455	weakest	attack_first	1	1	2	1	8	Those who never took the blood thinner were clearer at a higher risk of falling into a permanent coma. This patient despite experiencing a complication during surgery never fell into a coma and one of the possible explanations is the fact they took the blood thinner.	There was no complication so it's unlikely that the blood thinner had any effect here on coma prevention.	9	9	4	1	28	1	-99	844
465	weakest	attack_first	1	1	2	1	6	I do not know other factors, but this patient had complications but did not fall into a coma. Looking other at only this patient, I cannot know if this was because of the blood thinners or not.	The complication may have been prevented by the blood thinner, or there may have been no chance of the complication anyway.	11	8	6	1	36	2	-99	680
470	weakest	attack_first	1	1	2	1	4	Not all patients who received the blood thinner had the complication, so the complication arising as a result of the blood thinner isn't 100% certain either, hence why it has a very high (but not certain) rating.	The complication causes patients to lapse into a coma. This could be down to blood thinner or other contributing factors (there are another 20 or so patients who also experienced the same outcome), hence the uncertainty in my response.	11	10	6	1	33	2	-99	747
471	weakest	attack_first	1	1	2	1	4	Because it looks like the normal rate for the complication leading to a permanent coma is about 1/3	The complication didn't occur, therefore the blood thinner didn't matter in this case.	11	4	1	1	31	1	no	380
478	weakest	attack_first	1	1	2	1	6	Not everyone who has a complication will fall in to a coma, therefore we do not know if they did not fall in to a coma due to the blood thinner.	There were no complications and therefore the blood thinner would not have made any difference as no one without complications fell in to a coma so the blood thinner would have made no difference..	11	6	1	1	43	2	-99	704
485	weakest	attack_first	1	1	2	1	3	The blood thinner certainly makes it much more likely that the patient will avoid coma after complication	Judging from the amount of patients that suffered from a coma without receiving blood thinners, it seems probable that the blood thinners had a positive effect on this patient.	11	9	8	1	33	2	-99	-1
498	weakest	attack_first	1	1	2	1	5	There were roughly 25 more people in the other group who had a complication and went into a coma.	Nothing happened in the surgery to cause a coma.	4	4	3	1	47	2	-99	942
510	weakest	attack_first	1	1	2	1	5	Based on the evidence of the overall study I think the blood thinner was responsible, but I have to leave a margin of error just in case	It's highly likely, but again, there is a margin of error in case of doubt	11	9	9	1	31	1	-99	847
524	weakest	attack_first	1	1	2	1	9	From the data it seems the drug is successful in preventing coma even when complications arise during surgery.	It is difficult to say whether the drug was effective or if the patient would have been fine without the drug anyway.	11	9	6	1	52	2	-99	706
533	weakest	attack_first	1	1	2	1	7	Because not all of the patients who did not receive the blood thinner and then went on to experience complications, lapsed into a permanent coma.	The complication did not occur for this patient, therefore they did not lapse into a coma.	11	6	1	1	50	2	-99	677
536	weakest	attack_first	1	1	2	1	7	I feel like from looking at the group that didn't have the thinner there is still a high chance that they can  have complications but no coma eeven without the thinner	No complications occurred	11	5	4	1	34	2	-99	636
540	weakest	attack_first	1	1	2	1	6	Complications can occur without blood thinners and not lead to a coma however in the cases with the blood thinner it stops the comas giving a higher chance of not	they did not have the complication	11	8	1	1	19	1	-99	431
563	weakest	attack_first	1	1	2	1	8	In the no-control group individual had a 60% chance of having complications and not going into a coma and having the blood thinner showed that the likelihood of coma was none existent in the sample.	The patient had no complication, so did not need the blood thinner.	11	9	1	1	34	1	-99	1466
566	weakest	attack_first	1	1	2	1	7	The lodd thinners would have helped the patience but other factors could've contributed to why the patient did not fall into a coma	the blood thinners would have helped but this patient also had no complications during surgery	11	8	9	1	42	2	-99	749
577	weakest	attack_first	1	1	2	1	8	Because everyone who received the thinner did not fall into a coma.	In this case, he did not get the complication that would result in a coma, regardless of whether or not he got the thinner	11	11	6	1	58	2	-99	555
585	weakest	attack_first	1	1	2	1	4	From the results, there is never a case where someone does get to have a complication during the surgery. thus, this led me to think that of those complications that occurred, the blood thinner prevented them	There are as many patients in A as in B who did not experience complications, thus its less likely that the thinner increases one`s chances from not experiencing the complication at all (the complication has to occur for the thinner to be significant)	11	11	3	1	24	1	Nope	1527
593	weakest	attack_first	1	1	2	1	11	as the study showed in the patients that the complication occurred, every one who received the blood thinner did not go into a coma, whilst the ones without it did	this was because the patient did not experience the complication that could lead to a coma	11	11	1	1	34	2	-99	239
605	weakest	attack_first	1	1	2	1	4	Both groups had a 80% turnout of experiencing the complication however not a single patient in group 1 lapsed into a coma whereas about 25% of patients in group 2 fell into a coma after experiencing the complication.	The blood thinner may have made it easier for the surgeon to perform the surgery but the complication didn't occur at all which may have been the reason for not lapsing instead of the blood thinner.	11	11	8	1	18	2	-99	1284
616	weakest	attack_first	1	1	2	1	7	The patient received the blood thinner and didn't lapse into a coma after a complication occurring, compared with the number of patients that did not receive the thinner and did lapse into a coma leads me to believe that the thinner had an impact on this. Plus, taking into account the overall data, I feel this is sufficiently backed up by the data.	It's hard to tell if the thinner had an impact as the patient did not experience a complication.	11	9	6	1	41	1	-99	1094
624	weakest	attack_first	1	1	2	1	4	It seems unlikely given that a lot of people who never had the blood thinner also experienced complications, it's obviously an extremely complex surgery	I do think the blood thinner has been extremely effective at preventing the coma, however this patient may not have fallen into a coma anyway	11	3	7	1	35	2	-99	367
634	weakest	attack_first	1	1	2	1	6	I am confident  it was due to the blood thinners that the patient didn't lapse into a coma. This is based on the results of all the patients who received the blood thinners, then had complications during surgery and went on to make a recovery. The chart suggests that in 100% of cases, those who suffered with complications during surgery, but who had the blood thinners, didn't lapse into a coma.	There was no complication during the surgery, so it is difficult to tell whether the blood thinners were effective in this case.	11	9	6	1	36	2	-99	1053
635	weakest	attack_first	1	1	2	1	6	i have given this confidence level because in the group that took the blood thinner nobody lapsed into a coma, however you can't always guarantee that this will be the case so i have given an 80% rating,	Again, you can never be 100% sure that this was due to the blood thinner, as some people in the placebo group also did not fall into a coma or experience the complication, however with fairly high confidence you can say the blood thinner helped.	10	9	9	1	31	1	-99	567
649	weakest	attack_first	1	1	2	1	6	because in the surgery that received the placebo only half of the people that experienced the complication went into a permanent coma.	the complication didn't occur. that is why the patient didn't go into a coma. not because of the blood thinner	11	6	1	1	21	2	-99	665
654	weakest	attack_first	1	1	2	1	7	The reason I gave my answer for the last question was because even though some patients would have a complication during surgery, they never went into a permanent coma, where as patients that only received the placebo had the same chance at getting the same complications but also had a much higher risk of going into a permanent coma	I believe since the patient did not have any complications during the surgery, that the chances of them falling into a permeant coma were short to begin with, although I do believe that the blood thinner helped.	9	10	8	1	24	1	none	524
655	weakest	attack_first	1	1	2	1	5	The blood thinner reduced their risk. Its hard to assign a scale to this as you cannot be certain what effect the blood thinner had in this individual case.	When there are no complications, there is no difference in coma rates between the blood thinner group and the placebo group. The blood thinner does not reduce complications.	11	8	1	1	28	1	-99	980
662	weakest	attack_first	1	1	2	1	6	It's possible that the patient would not have lapsed into a coma without the medication or with the medication. Statistically the odds do get better that the patient wouldn't lapse with the medication.	Patient had no complication so no coma was possible.	8	7	1	1	33	1	-99	1687
667	weakest	attack_first	1	1	2	1	7	I chose 50/50 because there isn't enough information known from the image about why the patient didn't go into a permanent coma, it could have been for a different reason for example.	He recieved the blood thinner and didn't fall into the coma, however some others who recieved the blood thinner did, so I'm unsure from this photo.	11	6	6	1	18	2	-99	667
669	weakest	attack_first	1	1	2	1	6	Compared to the placebo effects even some who didnt have the drug has complications but didnt fall into a coma so because for these results i deduce that it is 50:50 some would have had complications and not fallen into a comma where taking the drug prevented the other 50% from falling into the coma.	There is no way of telling if the blood thinner had an effect on this patent as looking at the other study patients also had no complications during the surgery and didn't take the blood thinner.	11	6	6	1	33	1	no	848
678	weakest	attack_first	1	1	2	1	6	From the scores it clearly shows that taking the blood thinner can help prevent a permanent coma as no one went in to a permanent coma when taking the blood thinners, compared to the ones that only took the placebo, resulting in many permanent comas. What we don't know is wether it was because of the blood thinner that particular patient did not go into a permanent coma after surgery. But the success rate is much higher with the blood thinners, so this is definitely gives a higher success rate for the surgerys.	Again as mentioned in previous page, the blood thinners give a higher success rate, but you could not guarantee it was because of the blood thinners, or a coincidence.	11	6	6	1	30	2	-99	833
688	weakest	attack_first	1	1	2	1	8	No one who received the blood thinner went into a coma.	The blood thinner prevents a coma.	10	9	9	1	19	2	N/A	752
693	weakest	attack_first	1	1	2	1	5	I have this confidence because the test results you provided show this	While the patient received the blood thinner they weren't affected by the coma side affect	6	11	9	1	46	1	no problems here	657
703	weakest	attack_first	1	1	2	1	6	The statistics clearly show that patients who received the blood thinner don't fall into the coma.	He didn't fall into a coma because no complication happened. Patients receiving the placebo only fell into the coma when a complication happened.	11	11	1	1	27	1	-99	544
716	weakest	attack_first	1	1	2	1	4	It appears the blood thinner does reduce the chances of falling into a coma, based on no gray circles in the blood thinner group.	The chances of this occurring seem to be about the same in both groups, so I am not sure it made a difference.	9	8	6	1	62	2	-99	743
718	weakest	attack_first	1	1	2	1	6	Based on the results presented, it does appear that the blood thinner has a significant effect.  However, I remember reading that the study was conducted at two clinics, so I'm wondering if some other, unknown factor could also be responsible.  This is why I rated between 50:50 and the certain option.	The complication didn't occur, so the patient wouldn't have fallen into a coma regardless.  Didn't rate  certainly  in case the blood thinner in some way reduced risk of the complication occurring.	10	9	2	1	26	1	-99	1268
720	weakest	attack_first	1	1	2	1	7	Since none of the patients on blood thinners lapsed into a coma I feel pretty confident that the medicine had a high impact on this, compared to the other group	Again, compared to the other group, where a lot of patients lapsed into a coma, none of the group a patients did. So it must have something to do with the blood thinner	11	9	9	1	25	2	-99	910
730	weakest	attack_first	1	1	2	1	3	Because it looks like out of the 120 who did not receive the blood thinner, around 30 of them lapse into coma as a result of complication. This is 30 more than those in the blood thinner condition. So I'd say it has around a 30% success rate.	Just on face value, it seems there is about an equal chance of no complication.	8	4	6	1	25	2	None	501
736	weakest	attack_first	1	1	2	1	7	because none of the real patients lapsed into a coma only the placebo	it wasnt caused by it	7	2	3	1	28	2	-99	333
744	weakest	attack_first	1	1	2	1	4	It's difficult to say whether the reason a patient did not lapse into a coma after having a complication is due to the blood thinner or not, since we are talking about individuals who may have different responses to the same blood thinner, different underlying medical problems, etc	The results from the placebo trial seem to suggest it is unlikely for a patient to have no complications and then fall into a permanent coma.	9	6	2	1	39	1	No technical issues	1269
756	weakest	attack_first	1	1	2	1	6	Not one patient treated with blood thinner lapsed into a coma	Surgeon did not block artery	11	11	1	1	50	2	-99	726
757	weakest	attack_first	1	1	2	1	4	The blood thinner does seem to provide some protection but is not 100 percent effective.	The blood thinner does provide some protection but is not guaranteed.	6	7	6	1	43	2	-99	640
376	strong	non_attack_first	1	1	2	1	10	There seems to be a causation between people who received the blood thinner and having a complication and not falling into a coma. I am quite sure of this; however, not completely sure.	There seems to be no correlation between receiving the blood thinner and getting in a correlation, as the number of complications are quite equal in both studied (control and treatment). As such the patient did not have any complications and it was not due to the fact he received the blood thinner. I'm not completely sure of this however, I am quite sure given the data.	10	10	2	1	25	1	N/A	523
381	strong	non_attack_first	1	1	2	1	4	The blood thinners were highly effective, as stated before.	Based on the previous results, it clearly proves that using blood thinners prevents patients from falling into a permanent coma should they get complications. Clinic A had 0% of patients lapsing into permanent coma whereas Clinic B had a number of patients lapsing into a coma. Clinic A was using blood thinners while Clinic B was using a placebo. Therefore the use of blood thinners was highly effective.	11	10	11	1	19	2	-99	1645
389	strong	non_attack_first	1	1	2	1	11	Complication occurred, but the blood thinner prevented the patient from going into a coma.	The patient received the blood thinner; but complication did not occur. The blood thinner will not have had an effect, because the complication during surgery did not happen.	11	11	1	1	20	1	-99	385
395	strong	non_attack_first	1	1	2	1	10	Based on the placebo group we can confidently say the blood thinner made a huge difference	There was no complication and no coma	10	9	2	1	38	1	nope	331
402	strong	non_attack_first	1	1	2	1	11	The blood thinner helps to prevent a patient lapsing into a coma in the event of the complication occurring. The fact that the complication did occur but the patient did not lapse into a coma suggests the blood thinner may have been helpful in preventing this.	There may be other variables not accounted for	11	9	6	1	40	2	NA	628
406	strong	non_attack_first	1	1	2	1	11	The blood thinner has been shown to be 100% effective in patients who have complications during surgery and 100% of patients who do not receive blood thinner lapse into coma.Patient 53 suffered complications in surgery, but had received the blood thinner, which with 100% effectiveness, was certainly the factor that stopped this patient falling into coma.	Patient 55 is in the group that received blood thinner. The blood thinner has been shown to be 100% effective, however, the patient didn't suffer any complications during surgery, which is the reason patients fall into coma. Therefore, this patient was not at risk of falling into coma, and the blood thinner was not a factor in this patients success.	11	11	1	1	59	2	No technical issues, very interesting survey, thank you	1426
427	strong	non_attack_first	1	1	2	1	11	In all cases of complication in the control group, the patient fell into a coma, and the opposite is true with blood thinners. Due to the complication occuring, it seems to strongly support that the blood thinner was responsible for his survival.	There is a very clear correlation between the complication and coma, and at least in the given results, the coma appears ONLY to happen when the complication occurs - therefore the blood thinner played little to no role, as there was no complication.	11	11	1	1	34	1	-99	491
432	strong	non_attack_first	1	1	2	1	11	Compared to the study of patients who did not have the blood thinners, statistically speaking, patient 53 would have lapsed into a coma (because he had the complication) had it not been for the blood thinner.	It is not clear whether the blood thinner prevents the complication from happening, or whether the blood thinners prevents the complication resulting in a coma. Therefore I can not say for certain whether the blood thinners prevenedt patient 55 from going into a coma, because, although he/she didn't go into a coma, he/she also did not suffer the complication.	11	11	2	1	38	2	-99	845
437	strong	non_attack_first	1	1	2	1	4	May be other factors that cause the complication without the coma.	There is a greater chance it was because of the blood thinner, however, there may be other factors that may have reduced the risk of a permanent coma.	10	9	9	1	19	2	-99	458
449	strong	non_attack_first	1	1	2	1	6	It would've been 50/50 without blood thinners, but now its a 0% chance.	If he didn't have the blood thinners it would've been 50:50 chance to fall into a coma, but due to them getting blood thinners that chance is reduced to 0%.	11	11	11	1	19	1	-99	416
451	strong	non_attack_first	1	1	2	1	11	I believe the patient did not lapse into a coma because of the blood thinner. By contrast the patients who did not take the blood thinner did lapse into a coma due to complications during surgery.	The patient was treated with blood thinner and had no complications during or after surgery.	8	11	11	1	34	1	The internet cut out a few times.	1732
459	strong	non_attack_first	1	1	2	1	5	No one who had the blood thinner went into a coma	Most people who didn't have the blood thinner didn't have complications/go into a coma	11	11	7	1	24	2	-99	853
460	strong	non_attack_first	1	1	2	1	5	Once again even though the patient experienced complications , they did not lapse into a coma (alongside the 199 others), it is impossible to say if the patient would have had a coma if the placebo was used , but this assumptions is based on the fact that the thinner lead to 0 people experiencing a coma.	Given the sample of 120 patients who took the thinner , 0 experienced a coma. On the other hand, of the 120 sample who took the placebo, around 25% lapsed into a coma. It is clear that taking the thinner reduces the chance of coma and eliminates the risk entirely(for the 120 sample).	10	10	10	1	19	1	-99	898
462	strong	non_attack_first	1	1	2	1	11	Considering none of the patients in the control group had the complication without a coma, it would seem that the blood thinner has improved the prognosis for this patient, though I can't say for certain it is the reason.	The results of the study overall point to the blood thinner preventing the complication that leads to a permanent coma, so even though it isn't definitely why this patient didn't fall into a coma, I feel like it's very likely the cause.	11	9	9	1	23	2	-99	501
463	strong	non_attack_first	1	1	2	1	11	everyone with complications on the blood thinner never lapsed into a coma but those that didn't receive it and had complications	the blood thinner seems to have very effective results. those on it never lapsed into a coma, and you only lapsed into it if you didn't receive the blood thinner and had a complication. this patient had neither conditions, but because he received the blood thinner, it made his chances of not falling into a coma that much better	11	11	10	1	23	2	-99	824
486	strong	non_attack_first	1	1	2	1	4	veryone who has the thiiner avoids going into a permanent coma	There is a 30% chance of falling nto a permanent coma without the thinner so this means 70% chance that this prevented it	8	11	9	1	51	1	-99	624
501	strong	non_attack_first	1	1	2	1	10	The blood thinner seems to stop patients falling into coma following complication as there are no  coma  outcomes in the placebo arm.	The number of cases in both arms that didn't have complications is the same suggesting that the blood thinner only improves patient outcomes where there is a complication.	10	10	3	1	37	1	N/A	1007
504	strong	non_attack_first	1	1	2	1	11	I'd say there is a very high chance the blood thinner prevented coma as all the patients who had complications and took the placebo ended up in a coma	As nobody who took the blood thinner ended up in a coma then it seems more likely the blood thinner was the cause , however as he had no complications there is a also a chance that he may have been ok anyway as the main effect of the blood thinner appears to be preventing coma in those that had complications in surgery	11	10	7	1	47	2	-99	795
517	strong	non_attack_first	1	1	2	1	11	Given the success rate of surgery complication without coma in the group receiving blood thinner vs the results for the group with the placebo, it would seem very obvious that the blood thinner prevents coma.	As there was no complication during surgery, this appears to be the major reason why no coma occurred. However, no-one in the trial experienced the result of no complication but lapsing into coma anyway. The blood thinner appears to be a major success.	11	11	11	1	61	2	-99	1018
521	strong	non_attack_first	1	1	2	1	4	It is possible the treatment prevented them from falling into a coma	The blood thinner has a positive impact on patients not falling into a coma however not all patients who had the placebo fell into a coma so it is not a direct cause of the surgery	11	8	8	1	33	2	-99	320
529	strong	non_attack_first	1	1	2	1	3	patient 53 was given the blood thinner which was 100% successful of not going into a permanent coma	Patient 55 was in the blood thinning group which had a 100% record of 'no coma'.	11	11	11	1	64	1	survey processed perfectly	986
539	strong	non_attack_first	1	1	2	1	11	He experienced the complication during surgery yet did not fall into a coma. The patients in the placebo group who experienced the complication all fell into a coma yet all the patients who received the blood thinner and experienced the complication did not. This seems to be conclusive evidence that this patient did not fall into a coma as a direct consequence of receiving the blood thinner.	I think it is highly probable that it was not because of the blood thinner because the blood thinner is used to combat against patients falling into a coma after the complication. In this particular case, the complication did not occur so therefore the blood thinner did not impact upon the surgery. There does not seem to be any evidence to suggest that the blood thinner prevents the complication from occurring in the first place although this could be discovered with more tests.	11	11	2	1	22	1	-99	1091
550	strong	non_attack_first	1	1	2	1	11	Given that they had complications but did not lapse into a coma, the blood thinner appears to have saved them from lapsing into a coma (again due to similar levels of patients lapsing into a coma that took the placebo).	It is a similar percentage of patients (~25% in each study) that either lapsed into a coma, or had complications, but didn't lapse into a coma (indicating that the blood thinner stops patients that were at risk from falling into a coma from doing so).     It is more likely that the blood thinner would have stopped the patient falling into a coma if they were marked as  complication occurred during surgery but patient did not lapse into coma .     It therefore indicates that it is likely patient 55 would not have fallen into a coma, even if they had taken the placebo.	11	10	3	1	34	1	-99	1204
560	strong	non_attack_first	1	1	2	1	11	this time the complication did happen and  seemingly the blood thinner stopped it as it seems to work according to the results	It surely also comes down to the doctor and whether or not they make the mistake that causes the complication anyway. In which case, they wouldn't need a blood thinner at all. It would be hard to say.	11	9	6	1	19	2	-99	625
584	strong	non_attack_first	1	1	2	1	11	The blood thinner stops patients from lapsing into comas.	Every patient that only received placebo that did not run into a complication also didn't fall into a coma. Patient 55 took blood thinner at the beginning to save themselves from a coma if there was a complication, the blood thinner doesn't stop the cause of the complication it stops the effect. So a complication might or might not happen, the blood thinner is a safety precaution for the complication, it doesn't stop the complication from occurring.	11	11	1	1	18	1	-99	1180
595	strong	non_attack_first	1	1	2	1	11	Ordinarily without the thinner he would have had a 100% chance of the problem occurring	Without the thinner he had a close to 50% chance of having the complication which without thinner always leads to the coma state. So now he has reduced the likelihood to 0 although that means only half the likelihood was due to the thinner and half due to the standard likeliness of not getting it anyway, chance.	11	11	6	1	24	2	-99	936
599	strong	non_attack_first	1	1	2	1	9	I think the blood thinners helped since the patient experienced the complication but avoided the coma.	it could have been the blood thinners, only because more than 60% of the patient's given blood thinners avoided falling into a coma and complicate. at the same time it could be that the patient was lucky	9	10	9	1	36	2	everything went well.	1662
602	strong	non_attack_first	1	1	2	1	11	These results suggest that taking the thinner prevents coma for patients who suffer the complication in 100% of cases.	Taking these results on face value, the only patients who fall into coma are those who first have the complication. The number that have the complication is the same irrespective of whether they take the thinner or not. So the fact that this patient didn't suffer the complication means the thinner had no benefit for this particular patient.	11	11	1	1	40	1	-99	424
612	strong	non_attack_first	1	1	2	1	8	Because the complication occured during surgery but the patient did not lapse in to a coma because of the blood thinner	The complication didn't occur so blood thinning theory cannot be tested	11	11	3	1	32	2	-99	984
617	strong	non_attack_first	1	1	2	1	11	Based on the fact that all the patients in the placebo group who experienced the complication fell into a coma, but none of the patients in the blood thinner group who experienced the complication fell into a coma, it would seem fairly certain that the blood thinner allowed patient 53 to avoid falling a coma even though he experienced the complication.	None of the patients in either group fell into a coma if they did not experience the complication.  None of the blood thinner group fell into a coma at all regardless of whether or not they experienced the complication, whereas in the placebo group, around a quarter did fall into a coma but only if they experienced the complication.  We can't say for certain that patient 55 avoided falling into a coma because he received the blood thinner because in the placebo group, 75% of patients also had the same outcome as patient 55 i.e. did not experience the complication and did not fall into a coma.	11	11	9	1	43	2	-99	1639
622	strong	non_attack_first	1	1	2	1	7	Given all the information i have i would say there is a high chance the blood thinner helped the patient avoid a coma.	it's 50/50 because in both cases patient 55 did not have any complications or went into a coma.	11	10	6	1	37	1	none	1161
628	strong	non_attack_first	1	1	2	1	5	complication but no coma so could be down to the blood thinner	no complication and no coma. However, they did receive the blood thinner.	11	9	6	1	29	2	-99	568
637	strong	non_attack_first	1	1	2	1	4	the risk of going into a coma is related to the surgeon blocking the artery	the other results show that it could potentially have been related to the blood thinner however it could be related to the fact the surgeon did not block the artery as to why there were no complications and no coma	8	5	6	1	35	2	no everything was fine	561
642	strong	non_attack_first	1	1	2	1	11	Because all patients with the Placebo who had the complication also fell into a coma. It is not certain as the population is too small.	Because only 25% of patients with the placebo entered into a coma	11	10	3	1	56	1	-99	1526
650	strong	non_attack_first	1	1	2	1	9	Given that every patient that had the placebo and the complication fell into a coma, and every patient that had the blood thinner and complication did not, I would be confident that it is very likely the blood thinner is the reason why they did not fall into a coma, I'm just not completely certain.	The complication during surgery didn't occur for this patient, so the patient wasn't at risk of falling into a coma, and so the blood thinner made no difference for this patient.	9	9	1	1	24	2	-99	742
660	strong	non_attack_first	1	1	2	1	11	All those who were treated with blood thinner and for who the complication occurred did not lapse into a coma whereas the opposite applied for those in group B.	The results for those for whom complications didn't occur during surgery and did not lapse into a coma are the same for both study groups.	11	11	2	1	52	1	-99	982
661	strong	non_attack_first	1	1	2	1	7	In this example, I am more sure that the blood thinner had a positive effect and the patient didn't slip into a coma because of its administration. It's evident that the blood thinner is preventing people from slipping into comas, as when you look at the placebo group, every patient that had complications ended up slipping into a coma. Any complications that happened in the group that was given the blood thinner did not result in a coma.	Well, when looking at the efficacy of the blood thinner, it seems to prevent permanent coma in patients who experience complications in their surgery. Since patient 55's surgery included no complications, it can be assumed that this was simply a successful procedure and the blood thinner had no effect  since the artery wasn't accidentally blocked. However, with my limited knowledge of the procedure and the blood thinner, I cannot say for certain. I am fairly sure the blood thinner had no effect.	11	10	3	1	20	1	-99	950
663	strong	non_attack_first	1	1	2	1	4	If we look at the results from the placebo group, all the patients who experience complications fell into a coma. I am certain that the only reason patient 53 did not lapse into a coma is because of the blood thinners.	Although patient 55 had received the blood thinners, we can't say with absolute cetainty that this is why he did not lapse into a coma. It may very well be the reason but we can't be 100% sure.	11	11	9	1	28	2	None	992
679	strong	non_attack_first	1	1	2	1	11	All patients who suffered the complication in the placebo group lapsed into a coma, so the blood thinning procedure is the only explanation to prevent this.	No patients lapsed into a coma without the complication occurring in either group, so the blood thinning is immaterial unless the complication occurs.	11	11	1	1	60	1	-99	797
697	strong	non_attack_first	1	1	2	1	11	In the control group all patients lapsed into a coma when complications occurred and in the blood thinner group none did so it seems fair to believe that the blood thinner prevented the coma	I don't believe the blood thinner helped because there were no complications during the patient's surgery and the only time patients went into a coma was when there were complications	11	11	1	1	39	1	-99	626
