"run_id"	"condition_1"	"desktop_conf"	"attent_conf"	"sat_selection_upper_demo"	"sat_selection_lower_demo"	"test_case"	"first_preventer"	"sat_selection_test"	"explanation"	"preventers_check"	"age"	"gender"	"recorded_at"	"demo_correct"	"prev_correct"	"main_dv"
67	3	"1: I confirm"	"1: I will take it seriously"	"The upper satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"The lower satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"one_too_late"	"upper"	"The upper satellite prevented the asteroid from hitting the moon."	"because the signal was received quicker from the top satellite than the bottom. it was able to resolve the issue and destroy the comet before the bottom satellite responded."	"The upper satellite spotted the asteroid first."	37	"2: female"	2022-02-14 14:00:51	"correct"	"correct"	1
68	1	"1: I confirm"	"1: I will take it seriously"	"The upper satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"The lower satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"both_on_time"	"upper"	"Both satellites prevented the asteroid from hitting the moon."	"A separate signal was sent from both of the satellites."	"The upper satellite spotted the asteroid first."	58	"2: female"	2022-02-14 14:00:56	"correct"	"correct"	3
69	1	"1: I confirm"	"1: I will take it seriously"	"The upper satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"The lower satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"both_on_time"	"upper"	"The upper satellite prevented the asteroid from hitting the moon."	"The upper detection system would have destroyed the asteroid, regardless if the lower detection system had been activated or not."	"The upper satellite spotted the asteroid first."	37	"2: female"	2022-02-14 14:01:36	"correct"	"correct"	1
70	3	"1: I confirm"	"1: I will take it seriously"	"The upper satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"The lower satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"one_too_late"	"upper"	"The upper satellite prevented the asteroid from hitting the moon."	"Both satellites detected the asteroid and both sent a signal, but the upper satellite was quicker and and was able to send the signal first, and that was how the asteroid was able to be destroyed."	"The upper satellite spotted the asteroid first."	66	"2: female"	2022-02-14 14:04:38	"correct"	"correct"	1
71	4	"1: I confirm"	"1: I will take it seriously"	"The upper satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"The lower satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"one_too_late"	"lower"	"The lower satellite prevented the asteroid from hitting the moon."	"The lower satellite was first to react to the incoming asteroid and sent out it's signal to the cannon first before the top satellite reacted a little time later. After the lower satellite successfully sent it's signal the cannon on the moon fired it's laser and destroyed the incoming asteroid."	"The lower satellite spotted the asteroid first."	33	"1: male"	2022-02-14 14:10:27	"correct"	"correct"	2
73	4	"1: I confirm"	"1: I will take it seriously"	"The upper satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"The lower satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"one_too_late"	"lower"	"The lower satellite prevented the asteroid from hitting the moon."	"It hit the moon first"	"The lower satellite spotted the asteroid first."	22	"2: female"	2022-02-14 14:10:28	"correct"	"correct"	2
74	3	"1: I confirm"	"1: I will take it seriously"	"The upper satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"The lower satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"one_too_late"	"upper"	"The upper satellite prevented the asteroid from hitting the moon."	"while both satellites sent a signal the upper one sent it first and it was that signal that caused the rocket to launch"	"The upper satellite spotted the asteroid first."	23	"1: male"	2022-02-14 14:10:29	"correct"	"correct"	1
75	1	"1: I confirm"	"1: I will take it seriously"	"The upper satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"The lower satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"both_on_time"	"upper"	"Both satellites prevented the asteroid from hitting the moon."	"Both satellites sent out a signal to the receiver on the moon. They were both received before the asteroid was destroyed. Although the top satellite sent a signal first, they both sent one before the jet fired."	"The upper satellite spotted the asteroid first."	39	"2: female"	2022-02-14 14:10:29	"correct"	"correct"	3
76	2	"1: I confirm"	"1: I will take it seriously"	"The upper satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"The lower satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"both_on_time"	"lower"	"Both satellites prevented the asteroid from hitting the moon."	"the bottom satellite triggered the canon first before the top one but the canon only fired once so it looked like a combined firing from both detectors"	"The lower satellite spotted the asteroid first."	54	"2: female"	2022-02-14 14:24:29	"correct"	"correct"	3
77	2	"1: I confirm"	"1: I will take it seriously"	"The upper satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"The lower satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"both_on_time"	"lower"	"The lower satellite prevented the asteroid from hitting the moon."	"It appears that one satellite alone can cause the cannon to activate so which ever satellite detects the asteroid first, that is the one that causes the cannon to activate"	"The lower satellite spotted the asteroid first."	38	"1: male"	2022-02-14 14:24:32	"correct"	"correct"	2
78	3	"1: I confirm"	"1: I will take it seriously"	"The upper satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"The lower satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"one_too_late"	"upper"	"The upper satellite prevented the asteroid from hitting the moon."	"BECAUSE THE UPPER SATELITE WAS THE FIRST TO SEND THE SIGNAL TO THE LASER CANNON AND THE CANNON THEN ACTIVATED ITS LASER TO DESTROY THE ASTEROID.  AS FAR AS I AM CONCERNED THE EXTRA SATELITE IS A BACK UP.  I DID WORRY THAT IF ONE SATELITE WAS DOWN, THAT THE WORKING ONE MAY NOT HAVE BEEN QUICK ENOUGH TO DO THE JOB BECAUSE FOR WHAT EVER REASON THE LOWER SATELITE WAS SLOWER."	"The upper satellite spotted the asteroid first."	64	"2: female"	2022-02-14 14:24:32	"correct"	"correct"	1
79	4	"1: I confirm"	"1: I will take it seriously"	"The upper satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"The lower satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"one_too_late"	"lower"	"The lower satellite prevented the asteroid from hitting the moon."	"Because the lower satelite noticed the asteroid first, that is the one that saved the moon"	"The lower satellite spotted the asteroid first."	34	"2: female"	2022-02-14 14:24:33	"correct"	"correct"	2
80	1	"1: I confirm"	"1: I will take it seriously"	"The upper satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"The lower satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"both_on_time"	"upper"	"The upper satellite prevented the asteroid from hitting the moon."	"The upper satellite was the first to detect the asteroid and alert the defense laser."	"The upper satellite spotted the asteroid first."	37	"1: male"	2022-02-14 14:24:33	"correct"	"correct"	1
81	4	"1: I confirm"	"1: I will take it seriously"	"The upper satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"The lower satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"one_too_late"	"lower"	"The lower satellite prevented the asteroid from hitting the moon."	"I said that the lower detection satellite prevented the asteroid from destroying the moon as the lower detection satellite sent their signal to the laser cannon on the moon's surface first and it was in response to this signal that the moon shot the laser beam which destroyed the asteroid."	"The lower satellite spotted the asteroid first."	63	"2: female"	2022-02-14 14:24:34	"correct"	"correct"	2
82	1	"1: I confirm"	"1: I will take it seriously"	"The upper satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"The lower satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"both_on_time"	"upper"	"Both satellites prevented the asteroid from hitting the moon."	"it fired after the second satellite sent its signal. there could however be a delay from the first satellites signal being detected and the canon firing"	"The upper satellite spotted the asteroid first."	48	"1: male"	2022-02-14 14:24:35	"correct"	"correct"	3
83	2	"1: I confirm"	"1: I will take it seriously"	"The upper satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"The lower satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"both_on_time"	"lower"	"The lower satellite prevented the asteroid from hitting the moon."	"I made this judgement because the lower satellite was the one that detected the asteroid first. therefore it was initially the one that picked up the reading and the laser was shot because of the lower satellite, making the lower one the one that saved the moon."	"The lower satellite spotted the asteroid first."	24	"1: male"	2022-02-14 14:24:38	"correct"	"correct"	2
85	1	"1: I confirm"	"1: I will take it seriously"	"The upper satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"The lower satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"both_on_time"	"upper"	"The upper satellite prevented the asteroid from hitting the moon."	"The upper one noticed it first so had earlier prevention, the lower one could have also possibly stopped this form happening but the top one got there first."	"The upper satellite spotted the asteroid first."	33	"2: female"	2022-02-14 14:24:39	"correct"	"correct"	1
86	3	"1: I confirm"	"1: I will take it seriously"	"The upper satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"The lower satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"one_too_late"	"upper"	"The upper satellite prevented the asteroid from hitting the moon."	"THE UPPER ONE WAS FAR QUICKER THAN THE LOWER ONE AND THE LOWER ONES SIGNAL MAY NOT HAVE MADE IT IN TIME FOR THE MOON TO NOT BE DESTROYED- HENCE WHY I DIDNT CHOOSE THAT BOTH SIGNALS PREVENTED IT"	"The upper satellite spotted the asteroid first."	28	"2: female"	2022-02-14 14:24:40	"correct"	"correct"	1
87	4	"1: I confirm"	"1: I will take it seriously"	"The upper satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"The lower satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"one_too_late"	"lower"	"The lower satellite prevented the asteroid from hitting the moon."	"It was the lower satellite that responded first and signal to the cannon"	"The lower satellite spotted the asteroid first."	46	"1: male"	2022-02-14 14:24:41	"correct"	"correct"	2
88	2	"1: I confirm"	"1: I will take it seriously"	"The upper satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"The lower satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"both_on_time"	"lower"	"The lower satellite prevented the asteroid from hitting the moon."	"The lower satellite detected the asteroid first.  IT sent notification to the cannon which fired and destroyed the asteroid.  The upper satellite did detect but assume this was just a safety net after discovery by the lower satellite."	"The lower satellite spotted the asteroid first."	56	"1: male"	2022-02-14 14:24:43	"correct"	"correct"	2
89	1	"1: I confirm"	"1: I will take it seriously"	"The upper satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"The lower satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"both_on_time"	"upper"	"Both satellites prevented the asteroid from hitting the moon."	"it is what i saw"	"The upper satellite spotted the asteroid first."	37	"2: female"	2022-02-14 14:24:44	"correct"	"correct"	3
90	4	"1: I confirm"	"1: I will take it seriously"	"The upper satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"The lower satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"one_too_late"	"lower"	"Both satellites prevented the asteroid from hitting the moon."	"both sent back a signal the upper one was slower but would have still saved the moon"	"The lower satellite spotted the asteroid first."	35	"1: male"	2022-02-14 14:24:48	"correct"	"correct"	3
91	2	"1: I confirm"	"1: I will take it seriously"	"The upper satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"The lower satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"both_on_time"	"lower"	"Both satellites prevented the asteroid from hitting the moon."	"From watching the video, I saw the lower satellite first sent the signal, then the top satellite sent signal."	"The lower satellite spotted the asteroid first."	28	"1: male"	2022-02-14 14:24:56	"correct"	"correct"	3
92	3	"1: I confirm"	"1: I will take it seriously"	"The upper satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"The lower satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"one_too_late"	"upper"	"Both satellites prevented the asteroid from hitting the moon."	"Both detecors sent the signal, just the top one detected it quicker"	"The upper satellite spotted the asteroid first."	35	"1: male"	2022-02-14 14:32:26	"correct"	"correct"	3
95	1	"1: I confirm"	"1: I will take it seriously"	"The upper satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"The lower satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"both_on_time"	"upper"	"Both satellites prevented the asteroid from hitting the moon."	"Both were fired one after the other"	"The upper satellite spotted the asteroid first."	34	"1: male"	2022-02-14 14:32:39	"correct"	"correct"	3
96	4	"1: I confirm"	"1: I will take it seriously"	"The upper satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"The lower satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"one_too_late"	"lower"	"Both satellites prevented the asteroid from hitting the moon."	"Well, I say both satellites. When I suppose I mean the first one that detected it was the main satellite which helped. This being the one below. 

Although we can see that the top satellite detected it also, just a bit slower."	"The lower satellite spotted the asteroid first."	32	"1: male"	2022-02-14 14:33:23	"correct"	"correct"	3
97	2	"1: I confirm"	"1: I will take it seriously"	"The upper satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"The lower satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"both_on_time"	"lower"	"The lower satellite prevented the asteroid from hitting the moon."	"The Lower Detection satellite signal was received first, so therefore the Laser cannon was launched before the Upper detection satellite  signal reached the Laser Cannon."	"The lower satellite spotted the asteroid first."	63	"1: male"	2022-02-14 14:36:46	"correct"	"correct"	2
101	2	"1: I confirm"	"1: I will take it seriously"	"The upper satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"The lower satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"both_on_time"	"lower"	"Both satellites prevented the asteroid from hitting the moon."	"both of the satellites sent a message to the cannon and it then fired at the asteroid"	"The lower satellite spotted the asteroid first."	63	"2: female"	2022-02-14 14:50:51	"correct"	"correct"	3
102	2	"1: I confirm"	"1: I will take it seriously"	"The upper satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"The lower satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"both_on_time"	"lower"	"Both satellites prevented the asteroid from hitting the moon."	"Both satellite's sent a signal to the cannon, as a result, the cannon blasted the asteroid into a billion pieces."	"The lower satellite spotted the asteroid first."	55	"1: male"	2022-02-14 14:50:53	"correct"	"correct"	3
103	2	"1: I confirm"	"1: I will take it seriously"	"The upper satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"The lower satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"both_on_time"	"lower"	"The lower satellite prevented the asteroid from hitting the moon."	"the moon recieved the signal from the bottom satellite first setting off the lazer before the signal was recieved from the top satellite"	"The lower satellite spotted the asteroid first."	35	"1: male"	2022-02-14 14:51:30	"correct"	"correct"	2
104	3	"1: I confirm"	"1: I will take it seriously"	"The upper satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"The lower satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"one_too_late"	"upper"	"The upper satellite prevented the asteroid from hitting the moon."	"I did not see the lower detection satellite react; however, I saw the upper detection satellite do so."	"The upper satellite spotted the asteroid first."	57	"2: female"	2022-02-14 14:56:56	"correct"	"correct"	1
105	3	"1: I confirm"	"1: I will take it seriously"	"The upper satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"The lower satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"one_too_late"	"upper"	"The upper satellite prevented the asteroid from hitting the moon."	"both canons sent off a message but the top one went of first which led to the destruction of the asteroid"	"The upper satellite spotted the asteroid first."	22	"2: female"	2022-02-14 14:57:08	"correct"	"correct"	1
106	3	"1: I confirm"	"1: I will take it seriously"	"The upper satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"The lower satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"one_too_late"	"upper"	"The upper satellite prevented the asteroid from hitting the moon."	"The upper laser already sent the signal and the cannon shot before the lower one sent any signal"	"The upper satellite spotted the asteroid first."	42	"2: female"	2022-02-14 14:57:09	"correct"	"correct"	1
107	3	"1: I confirm"	"1: I will take it seriously"	"The upper satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"The lower satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"one_too_late"	"upper"	"The upper satellite prevented the asteroid from hitting the moon."	"The asteroid destroyer had fired it's laser from the upper signal. The beam was already in orbit when the lower sent it's signal and then nothing happened from that. seems like the laser has something that prevented it from shooting in such a short amount of time and so nothing happened from the lower."	"The upper satellite spotted the asteroid first."	44	"2: female"	2022-02-14 14:58:14	"correct"	"correct"	1
109	4	"1: I confirm"	"1: I will take it seriously"	"The upper satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"The lower satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"one_too_late"	"lower"	"The lower satellite prevented the asteroid from hitting the moon."	"the lower one detected the astroid first and sent the signal to the cannon which was fired and destroyed the astroid"	"The lower satellite spotted the asteroid first."	37	"2: female"	2022-02-14 15:04:19	"correct"	"correct"	2
112	4	"1: I confirm"	"1: I will take it seriously"	"The upper satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"The lower satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"one_too_late"	"lower"	"The lower satellite prevented the asteroid from hitting the moon."	"because the signal was already sent by the lower satellite. and the laser shot then the signal was sent by the upper but this was after the laser was shot"	"The lower satellite spotted the asteroid first."	34	"2: female"	2022-02-14 15:09:10	"correct"	"correct"	2
114	4	"1: I confirm"	"1: I will take it seriously"	"The upper satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"The lower satellite detected an approaching asteroid and sent a signal to the cannon. The cannon then shot a laser beam that destroyed the asteroid."	"one_too_late"	"lower"	"The lower satellite prevented the asteroid from hitting the moon."	"i could clearly see that it was the bottom satelites action that activiated the cannon"	"The lower satellite spotted the asteroid first."	65	"2: female"	2022-02-14 15:41:22	"correct"	"correct"	2
